"geography","estimatedsalary","balance","numofproducts","exited"
"France",45309.24,0,2,FALSE
"Spain",35230.61,101179.23,2,FALSE
"Spain",59816.41,0,2,FALSE
"France",69080.46,0,2,FALSE
"France",143450.61,0,2,FALSE
"Germany",40774.01,58571.18,2,FALSE
"Germany",99377.27,153058.64,1,FALSE
"Germany",133617.43,98270.34,1,FALSE
"France",101495,130788.71,1,TRUE
"Germany",119333.95,99165.84,1,TRUE
"France",167682.37,0,2,FALSE
"France",152884.85,0,2,FALSE
"Spain",70400.86,115636.05,2,FALSE
"Germany",65413.41,185932.18,2,FALSE
"Germany",182728.8,72549,2,FALSE
"France",81442.6,0,2,FALSE
"France",144251.38,0,2,FALSE
"France",40207.06,0,1,FALSE
"Germany",54530.51,121890.06,1,TRUE
"France",32683.88,99786.07,1,TRUE
"France",104703.96,0,2,FALSE
"Germany",26907.43,115084.53,2,FALSE
"France",180591.32,0,2,FALSE
"France",60905.51,127661.69,1,FALSE
"Germany",47777.15,118907.6,1,TRUE
"Germany",108222.68,77627.33,2,FALSE
"Spain",3554.63,160625.17,1,FALSE
"Spain",78616.92,0,2,FALSE
"France",100566.81,124266.86,1,FALSE
"France",183259.35,127974.06,2,FALSE
"France",159131.21,0,2,FALSE
"Spain",160976.85,0,1,TRUE
"Germany",42933.26,104911.35,2,FALSE
"France",91291.2,0,2,FALSE
"France",52471.36,0,2,FALSE
"Spain",108804.28,110646.54,1,FALSE
"France",122449.18,0,2,FALSE
"Germany",41682.3,126704.49,2,FALSE
"France",148887.69,0,2,FALSE
"Spain",137784.25,84560.04,1,FALSE
"France",190573.91,0,2,TRUE
"Germany",102076.03,129893.56,1,FALSE
"Spain",56307.51,167385.81,1,FALSE
"France",49775.58,0,2,FALSE
"Germany",4395.45,105858.71,1,FALSE
"Germany",28461.29,123070.89,1,TRUE
"France",28184.7,0,1,FALSE
"Spain",3149.1,0,2,FALSE
"France",194273.12,0,2,FALSE
"Germany",148537.07,125141.24,2,FALSE
"France",116378.31,96173.17,2,FALSE
"Spain",6761.84,0,2,FALSE
"Spain",81995.92,0,2,FALSE
"France",14392.68,0,2,FALSE
"Germany",468.94,127543.11,2,TRUE
"France",122379.54,0,2,FALSE
"France",13228.93,0,1,TRUE
"France",154002.02,103101.56,2,TRUE
"France",112777.38,126113.28,1,FALSE
"France",128528.83,40488.76,1,FALSE
"Germany",170122.22,137389.77,2,FALSE
"France",2803.89,85146.36,1,FALSE
"Germany",181918.26,129828.58,1,TRUE
"France",115241.96,80214.36,1,TRUE
"France",129956.13,0,2,FALSE
"France",45858.49,141796.43,1,FALSE
"France",131083.56,195238.29,4,TRUE
"Germany",46422.46,111348.15,1,FALSE
"France",57675.88,0,2,FALSE
"France",169741.96,0,2,FALSE
"Germany",26022.37,64404.26,2,FALSE
"Germany",125334.16,154309.67,1,TRUE
"France",21343.74,129431.36,1,FALSE
"Spain",139971.01,134204.67,1,FALSE
"France",47455.82,0,2,FALSE
"France",55593.8,0,2,FALSE
"France",191756.54,0,2,TRUE
"Germany",76373.38,116711.06,2,FALSE
"France",169278.51,0,2,FALSE
"Spain",136909.88,54980.81,1,FALSE
"Spain",54865.92,99773.85,2,FALSE
"Germany",156529.44,101231.77,2,FALSE
"Germany",113482.2,117070.21,1,FALSE
"Germany",63446.47,73314.04,2,FALSE
"France",13624.02,0,1,FALSE
"France",148814.54,212314.03,1,FALSE
"France",65567.91,136067.82,2,FALSE
"Spain",6409.55,109052.04,2,FALSE
"France",126997.53,79126.17,1,FALSE
"Spain",171762.87,0,1,TRUE
"France",129031.19,108308,1,TRUE
"Germany",182691.31,102290.56,2,FALSE
"France",12351.01,102025.08,2,FALSE
"Germany",135123.96,113383.07,1,FALSE
"Spain",181490.42,102541.1,1,FALSE
"Spain",186490.37,0,2,FALSE
"Spain",41248.8,0,2,FALSE
"France",116267.28,109941.51,1,FALSE
"Germany",9201.53,141749.68,1,FALSE
"France",80630.32,0,2,FALSE
"France",159165.7,0,1,FALSE
"France",86490.09,85146.48,2,TRUE
"France",197572.41,134066.1,2,FALSE
"France",105159.89,0,2,FALSE
"Spain",40807.26,0,1,FALSE
"France",143.34,87619.29,1,FALSE
"France",125823.79,0,1,TRUE
"Spain",138465.7,0,2,FALSE
"Spain",44008.91,0,2,FALSE
"Germany",66893.28,103409.16,1,TRUE
"Germany",76503.06,123040.38,1,FALSE
"France",56784.11,108128.52,1,FALSE
"Germany",175657.55,169023.33,2,FALSE
"France",105155.66,0,2,FALSE
"Spain",47468.56,0,2,FALSE
"France",64729.51,0,2,FALSE
"Spain",101108.85,222267.63,1,TRUE
"Germany",140938.95,144090.42,1,TRUE
"France",37662.49,114835.43,1,FALSE
"France",86414.41,0,2,FALSE
"France",41820.65,145030.92,1,FALSE
"France",127734.16,71240.3,1,FALSE
"France",123872,138772.15,1,FALSE
"Spain",113050.92,93617.07,1,FALSE
"Spain",131389.39,0,2,FALSE
"Spain",26589.56,0,2,FALSE
"Spain",195463.35,74237.2,2,FALSE
"Germany",108876.75,127421.78,2,TRUE
"Spain",136054.45,61274.7,2,FALSE
"France",182262.66,106486.66,2,FALSE
"France",129209.09,73194.52,2,FALSE
"Germany",64853.51,146498.76,1,TRUE
"France",148989.15,0,2,FALSE
"France",71047.51,0,1,FALSE
"Spain",185341.63,0,2,FALSE
"Spain",137793.35,120355,1,FALSE
"France",198317.23,117265.21,1,FALSE
"France",162137.5,0,2,FALSE
"Spain",109688.82,0,1,TRUE
"Germany",36320.87,109974.22,1,TRUE
"Germany",31384.86,98009.13,2,FALSE
"France",114083.73,0,1,FALSE
"France",163331.65,0,1,FALSE
"Spain",50777.77,171671.9,1,FALSE
"Spain",30772.86,0,2,TRUE
"France",113796.15,0,1,TRUE
"France",188729.08,128213.96,2,TRUE
"Germany",86701.4,116197.65,2,FALSE
"France",153129.22,0,2,FALSE
"Spain",19825.09,86607.39,1,FALSE
"France",12186.83,0,2,FALSE
"Germany",86920.97,98854.34,1,TRUE
"France",35408.77,0,1,FALSE
"France",165576.55,0,2,FALSE
"Germany",48226.76,97338.19,2,FALSE
"France",199454.37,0,2,FALSE
"Spain",118749.58,0,2,FALSE
"France",151623.91,131698.57,2,FALSE
"Germany",172097.95,130110.45,2,FALSE
"Spain",87677.15,0,2,FALSE
"Spain",21858.28,165149.13,2,FALSE
"Spain",123866.28,101707.8,1,FALSE
"France",74694.41,105588.66,1,FALSE
"Germany",16770.31,111336.89,1,TRUE
"France",49424.6,78391.17,1,FALSE
"Spain",172031.22,0,2,FALSE
"France",183021.06,0,1,TRUE
"Germany",73979.85,144326.09,1,TRUE
"Germany",26265.18,101278.25,2,FALSE
"Germany",24857.25,108711.57,2,FALSE
"Spain",167969.15,108555.07,1,FALSE
"Germany",189307.7,146781.24,1,FALSE
"France",99770.3,0,2,FALSE
"Spain",119712.78,0,1,FALSE
"France",168607.74,0,2,FALSE
"France",83087.13,0,2,FALSE
"Germany",130664.79,103291.25,2,FALSE
"Spain",133267.69,209490.21,1,TRUE
"Spain",67029.82,0,3,TRUE
"France",141031.08,0,2,FALSE
"France",125110.02,0,1,FALSE
"Spain",117832.39,0,2,FALSE
"France",198817.72,0,2,FALSE
"France",146411.6,149405.18,1,FALSE
"France",131312.56,191665.21,1,TRUE
"Spain",141652.2,0,1,FALSE
"France",64477.25,135071.12,1,FALSE
"France",191215.61,0,2,FALSE
"Spain",37090.44,0,2,FALSE
"Germany",57517.71,181804.34,2,FALSE
"France",63241.21,47020.65,2,TRUE
"France",44567.83,128518.98,1,TRUE
"Germany",135337.11,142658.04,2,FALSE
"France",33964.03,120150.39,2,FALSE
"France",61623.19,81905.95,1,FALSE
"France",168989.77,137998.2,2,FALSE
"Germany",74425.41,123126.29,1,FALSE
"France",178929.84,0,2,FALSE
"Germany",101382.86,135645.29,2,TRUE
"Spain",180769.55,122449.31,2,FALSE
"Spain",92378.54,161766.87,1,FALSE
"France",38252.25,0,2,FALSE
"Germany",146111.35,123187.51,1,FALSE
"Germany",72350.17,150956.71,1,FALSE
"Spain",48242.38,105021.28,1,FALSE
"France",148305.82,0,2,FALSE
"Spain",8270.06,133204.91,1,FALSE
"Spain",41549.64,0,2,FALSE
"Germany",138656.81,115488.52,2,TRUE
"France",12510.53,0,2,FALSE
"Spain",43889.41,0,2,FALSE
"Spain",192800.25,0,2,FALSE
"France",75762,0,2,FALSE
"Germany",9854.72,130565.02,1,TRUE
"France",115724.78,91328.71,1,FALSE
"France",106303.4,0,2,FALSE
"France",183868.01,81310.34,1,FALSE
"France",153895.46,107136.6,1,FALSE
"Spain",66695.71,0,1,FALSE
"France",173851.11,0,2,FALSE
"France",177423.02,0,1,TRUE
"France",109096.71,108477.49,1,TRUE
"Germany",166656.18,144757.97,2,FALSE
"Spain",176921,0,2,FALSE
"Spain",98413.1,113110.26,1,FALSE
"France",77500.81,106414.57,2,FALSE
"Spain",119747.08,106920.91,1,FALSE
"Spain",160387.98,0,2,FALSE
"Germany",193715,131513.26,1,FALSE
"France",28045.77,0,2,FALSE
"France",150757.35,134320.23,2,FALSE
"France",82252.28,79715.36,1,FALSE
"France",154395.56,74306.19,2,FALSE
"Spain",83866.35,0,4,TRUE
"Germany",39830.1,126428.38,1,FALSE
"Spain",12429.22,99640.89,1,FALSE
"France",18772.5,66338.68,1,TRUE
"Spain",9574.83,0,2,FALSE
"Spain",188486.94,128226.37,1,FALSE
"France",64716.08,0,2,FALSE
"France",84749.96,0,2,FALSE
"Spain",180551.76,0,2,FALSE
"France",60907.49,0,2,FALSE
"France",174107.04,122168.65,1,FALSE
"France",110405.9,178074.33,1,FALSE
"Germany",187636.06,135078.41,1,TRUE
"Spain",66580.13,69434.4,2,TRUE
"France",178779.52,0,2,FALSE
"France",70783.61,0,2,FALSE
"Germany",46772.36,122726.56,1,FALSE
"France",163327.27,164496.99,1,FALSE
"Spain",103760.53,0,1,FALSE
"France",107839.03,150219.41,2,FALSE
"France",32900.41,187534.79,1,TRUE
"France",193984.6,0,1,FALSE
"France",140889.32,0,2,FALSE
"France",125646.82,103108.17,1,FALSE
"Germany",20344.02,96486.57,2,FALSE
"Germany",174268.87,90560.48,2,FALSE
"Spain",108500.66,131764.96,1,TRUE
"Spain",83247.14,92476.88,1,FALSE
"Germany",121840.2,152076.93,1,TRUE
"France",132908.07,0,2,FALSE
"France",100075.1,0,1,TRUE
"France",119327.75,43504.42,1,FALSE
"Spain",136737.13,0,2,FALSE
"Spain",22356.97,0,2,FALSE
"Germany",10137.34,93569.86,3,TRUE
"Spain",158379.25,102486.21,2,FALSE
"France",94570.56,0,1,FALSE
"Germany",980.93,114346.3,1,TRUE
"France",95583.45,110203.77,1,FALSE
"France",86044.98,128362.59,1,FALSE
"Germany",166236.38,143888.22,2,TRUE
"Spain",5240.53,170600.78,1,FALSE
"France",150684.23,0,1,FALSE
"Spain",129508.96,0,2,FALSE
"France",70665.16,75339.64,1,FALSE
"France",102085.35,122038.34,1,FALSE
"France",195052.12,0,2,FALSE
"France",93739.71,186825.57,1,TRUE
"France",65612.12,124788.18,1,FALSE
"France",160095.48,0,2,FALSE
"France",49506.82,0,2,FALSE
"France",92406.22,138553.57,1,FALSE
"Spain",7415.96,0,2,FALSE
"France",25059.06,105387.89,1,FALSE
"Spain",116816.54,95053.1,1,TRUE
"France",144078.02,0,1,FALSE
"Spain",126675.62,0,2,FALSE
"France",183682.09,137361.96,1,FALSE
"Spain",166850.57,158537.42,1,FALSE
"Spain",27359.19,0,2,FALSE
"Germany",101314.65,143595.87,1,TRUE
"Germany",27979.16,169947.41,2,FALSE
"France",109470.34,148167.83,2,FALSE
"France",93713.13,0,2,FALSE
"France",74870.99,48023.83,1,FALSE
"France",192387.51,155655.46,1,TRUE
"France",73457.55,0,2,FALSE
"France",61120.75,0,2,FALSE
"France",90964.54,0,1,TRUE
"France",116969.73,121240.76,1,FALSE
"France",92118.75,0,2,FALSE
"France",48357.9,0,2,FALSE
"Germany",197325.4,129847.75,2,FALSE
"Germany",135853.62,118772.71,4,TRUE
"France",169122.54,0,2,FALSE
"Germany",164170.46,105163.88,2,FALSE
"France",199909.32,0,2,FALSE
"France",83295.09,0,2,FALSE
"France",39382.06,0,2,FALSE
"France",184748.23,93934.63,1,FALSE
"France",62280.91,117866.92,1,FALSE
"France",196794.11,0,1,TRUE
"Spain",144682.17,122857.46,2,TRUE
"France",196342.66,0,2,FALSE
"France",41516.44,127103.97,1,FALSE
"France",112026.1,0,1,TRUE
"France",52035.29,96402.96,1,TRUE
"France",185466.85,132512.26,1,FALSE
"Spain",80149.27,107604.66,1,FALSE
"France",170980.86,0,2,FALSE
"France",185827.74,0,2,FALSE
"Germany",113407.26,120875.23,2,FALSE
"France",67734.79,71786.9,2,FALSE
"France",3363.36,113143.12,1,FALSE
"Spain",135757.27,150777.72,2,FALSE
"Spain",22314.55,174894.53,1,FALSE
"France",129526.57,0,1,FALSE
"France",37266.43,160416.56,1,FALSE
"France",60017.46,91246.53,1,TRUE
"Spain",153015.42,0,2,FALSE
"France",54209.02,0,1,FALSE
"Germany",114603.96,98775.23,1,FALSE
"Germany",165849.49,139756.12,1,TRUE
"Spain",16392.72,177626.77,3,TRUE
"France",162719.69,0,1,TRUE
"Spain",107112.25,0,1,TRUE
"Spain",41823.22,0,2,FALSE
"Germany",99907.29,152496.82,1,FALSE
"France",178229.04,0,2,FALSE
"Germany",22095.73,112930.28,2,FALSE
"Germany",197861.16,113674.2,1,TRUE
"France",138328.24,0,1,FALSE
"France",137276.83,144450.58,1,FALSE
"France",21834.4,171236.3,2,TRUE
"Spain",119890.86,96776.49,1,FALSE
"Germany",24564.7,145984.92,1,FALSE
"Germany",10209.8,96353.8,1,FALSE
"France",83449.65,0,2,FALSE
"Germany",81508.1,115777.23,1,FALSE
"France",32626.21,122822,2,FALSE
"Spain",43982.41,0,2,FALSE
"France",124874.23,0,2,FALSE
"Spain",118324.75,79450.09,1,FALSE
"Germany",22113.93,122394,1,FALSE
"Spain",31962.77,0,2,FALSE
"Germany",105746.94,134378.89,1,FALSE
"France",39925.52,0,2,FALSE
"Spain",127630.88,88161.85,2,FALSE
"Spain",28778.98,142412.13,1,FALSE
"France",10008.68,121030.9,1,FALSE
"Germany",24482.16,165982.43,2,FALSE
"Spain",98618.79,0,2,FALSE
"France",16281.94,206663.75,1,FALSE
"Germany",121239.65,94661.53,2,FALSE
"France",42669.37,174400.36,1,FALSE
"Spain",164924.11,123428.69,1,FALSE
"Spain",157337.29,175735.5,1,FALSE
"Spain",153831.6,78381.13,1,FALSE
"France",168781.8,115345.86,2,FALSE
"Germany",168469.65,118613.34,1,FALSE
"Germany",170829.87,109960.06,2,FALSE
"Germany",86207.49,142703.4,1,TRUE
"Germany",61164.45,121729.42,1,FALSE
"France",133287.73,0,1,FALSE
"France",77128.23,139496.35,2,FALSE
"Spain",77660.03,0,2,FALSE
"Spain",56897.1,138521.83,1,FALSE
"France",72945.32,0,2,FALSE
"Germany",45418.12,83727.68,1,FALSE
"Spain",158527.45,0,2,FALSE
"France",111312.96,0,1,FALSE
"Spain",138759.15,124179.3,1,FALSE
"France",190588.59,128829.25,1,FALSE
"France",79099.64,171490.78,1,FALSE
"Spain",138613.21,0,2,FALSE
"Spain",194230.82,0,2,FALSE
"Spain",110252.53,0,1,FALSE
"France",106117.3,0,2,FALSE
"France",169642.13,160818.08,1,TRUE
"Germany",116179.92,156367.6,2,FALSE
"Germany",91.75,121669.93,2,TRUE
"France",187839.9,133970.22,2,FALSE
"France",121098.65,0,2,FALSE
"France",30972.06,96127.27,1,FALSE
"Spain",30314.04,121907.97,1,FALSE
"Spain",14479.29,0,2,FALSE
"Spain",196395.25,0,1,FALSE
"Germany",19512.38,77701.64,1,FALSE
"France",72318.77,0,3,FALSE
"France",96615.23,0,2,FALSE
"Spain",30772.22,113922.44,2,FALSE
"Germany",161217.18,183997.7,2,FALSE
"France",66795.78,0,2,FALSE
"France",123969.64,0,2,FALSE
"France",13783.77,89799.46,2,TRUE
"Spain",168924.41,0,1,FALSE
"Spain",134778.01,85660.96,1,FALSE
"Germany",119782.89,115569.21,1,FALSE
"France",52167.97,81828.22,1,FALSE
"Germany",167689.56,132694.73,1,FALSE
"Spain",140800.66,108867,1,TRUE
"France",19823.02,0,2,FALSE
"France",72969.9,0,2,FALSE
"Germany",143711.02,96152.68,2,FALSE
"Germany",180862.26,153855.52,1,TRUE
"France",125658.28,0,2,FALSE
"France",125870.5,141334.95,1,FALSE
"Germany",15126.32,104584.11,1,TRUE
"Germany",22457.25,98173.02,1,TRUE
"Spain",82614.89,0,2,FALSE
"Germany",32919.42,135157.05,1,FALSE
"Germany",126223.84,171601.27,1,FALSE
"France",112010.02,179539.2,1,FALSE
"Germany",180962.32,80615.46,2,FALSE
"Spain",128882.66,0,1,TRUE
"Germany",177614.17,126285.73,1,TRUE
"Germany",174570.55,137964.51,1,FALSE
"Germany",178373.93,159434.03,1,FALSE
"Germany",103396.08,113574.61,2,FALSE
"France",59129.72,0,2,FALSE
"Germany",683.37,124573.33,2,FALSE
"Germany",145567.34,105864.6,2,FALSE
"Germany",48137.08,104552.61,1,TRUE
"France",90876.95,0,2,FALSE
"France",198543.09,0,2,FALSE
"France",106202.07,0,1,TRUE
"Germany",166896.01,119492.88,2,TRUE
"France",74804.36,130499.09,2,FALSE
"Spain",116971.05,140576.11,1,FALSE
"Germany",163783,91025.58,2,FALSE
"France",70221.13,0,3,TRUE
"France",107841.77,125877.65,2,FALSE
"Spain",79623.28,45752.78,2,TRUE
"France",138399.67,121778.71,1,FALSE
"Germany",182765.14,127948.57,1,FALSE
"France",186648.19,0,2,FALSE
"Germany",149587.92,115286.68,2,FALSE
"Germany",129050.67,62078.21,2,FALSE
"France",47764.99,0,2,FALSE
"Spain",172792.43,175406.13,2,TRUE
"Spain",64436.16,131643.25,1,FALSE
"Germany",167461.5,151739.65,1,FALSE
"France",98348.66,93616.35,2,FALSE
"Germany",41536.59,138597.54,2,TRUE
"France",72462.25,0,2,FALSE
"France",112465.19,0,2,TRUE
"France",64511.44,85225.21,1,FALSE
"France",91830.75,148749.29,2,FALSE
"Germany",190806.36,130013.12,1,TRUE
"Spain",112311.15,0,1,FALSE
"France",72276.24,0,2,FALSE
"France",84920.49,111729.47,2,FALSE
"France",17348.56,180169.44,2,FALSE
"Spain",82870.75,0,2,FALSE
"Spain",32080.69,0,1,TRUE
"France",120512.08,0,2,FALSE
"Spain",179032.68,0,2,FALSE
"France",95623.28,0,2,FALSE
"Germany",110035.88,103914.17,1,TRUE
"France",168822.01,88772.87,1,FALSE
"France",77705.75,0,1,FALSE
"France",49815.62,131184.67,1,FALSE
"France",65632.33,117810.79,1,TRUE
"France",169361.89,0,1,FALSE
"Germany",4721.3,92466.21,1,FALSE
"Germany",23974.85,102741.15,2,FALSE
"France",199929.17,178755.84,1,FALSE
"France",40023.7,0,2,FALSE
"Germany",72946.95,146602.25,2,FALSE
"France",170421.13,0,2,FALSE
"France",58879.11,0,2,FALSE
"Spain",25059.05,115702.67,2,FALSE
"Germany",29909.84,137655.31,1,FALSE
"France",158043.11,0,2,FALSE
"Spain",14032.62,59877.33,1,TRUE
"France",49809.88,100082.14,1,FALSE
"Germany",28806.32,107304.39,3,TRUE
"Spain",90490.33,0,1,FALSE
"Spain",75825.57,96032.22,1,FALSE
"Spain",158336.36,0,1,FALSE
"Germany",143454.95,144553.5,2,FALSE
"Germany",117279.49,86172.81,2,FALSE
"France",114283.33,0,1,FALSE
"Germany",994.86,87212.8,1,FALSE
"France",124795.84,0,2,FALSE
"Germany",77592.8,130700.92,2,FALSE
"France",105986.01,0,2,FALSE
"France",33606.52,0,2,FALSE
"Spain",134188.11,0,2,FALSE
"Spain",159718.27,171325.98,1,TRUE
"Spain",85148.78,92930.92,1,FALSE
"France",119059.13,0,1,FALSE
"France",122998.26,77556.79,2,FALSE
"France",117841.06,102874.28,1,FALSE
"France",160593.41,146093.39,2,FALSE
"Spain",174189.04,0,1,TRUE
"Spain",68260.27,79811.72,2,TRUE
"Spain",58854.88,105473.74,1,TRUE
"Germany",87994.95,121927.92,1,TRUE
"Spain",150659.35,61671.19,1,TRUE
"Germany",109098.39,149363.12,2,FALSE
"France",104112,152309.37,1,FALSE
"France",122949.71,0,2,FALSE
"Spain",21807.16,111629.29,1,FALSE
"France",32319.93,0,1,FALSE
"Spain",190457.87,96296.78,1,TRUE
"France",177738.98,95830.43,1,FALSE
"France",80425.65,135919.33,1,FALSE
"France",9445.42,185966.64,1,TRUE
"France",174825.57,0,2,FALSE
"France",175743.92,0,2,FALSE
"Germany",54949.73,92244.83,2,FALSE
"France",183752.91,112727.06,2,FALSE
"France",46038.28,100359.54,1,FALSE
"Germany",78941.59,105301.5,1,FALSE
"Spain",198398.68,112994.65,1,FALSE
"Germany",188892.19,89025.88,2,FALSE
"France",169286.74,95478.17,1,FALSE
"France",145004.39,0,2,FALSE
"Germany",55809.92,119127.46,2,FALSE
"France",54272.12,128206.79,1,FALSE
"France",192440.54,0,2,FALSE
"Germany",103697.57,71433.08,1,FALSE
"Germany",119110.03,118214.32,3,TRUE
"France",194681.6,102258.11,2,FALSE
"Spain",158948.63,151963.26,2,FALSE
"Spain",165122.55,163764.84,1,TRUE
"France",189402.71,128551.36,2,FALSE
"Spain",158027.57,118158.74,1,FALSE
"France",3815.48,118520.41,1,FALSE
"France",162809.2,0,2,FALSE
"France",89519.47,163823.37,1,FALSE
"Germany",25165.36,104469.58,1,TRUE
"France",126012.57,0,1,FALSE
"Spain",20109.21,0,2,FALSE
"Germany",58257.23,141726.88,1,FALSE
"Germany",172269.21,137852.96,1,TRUE
"France",29818.2,0,1,FALSE
"France",114659.81,154100.3,1,FALSE
"France",147184.74,0,2,FALSE
"France",15039.41,0,3,FALSE
"France",76621.49,0,1,FALSE
"France",92985.78,140004.96,1,FALSE
"Spain",6009.27,127132.96,1,TRUE
"France",191370.97,0,2,FALSE
"France",188225.67,125328.56,1,FALSE
"France",11743.89,0,2,FALSE
"Germany",136846.75,139986.65,1,FALSE
"Germany",164248.33,119787.76,1,FALSE
"Spain",154631.35,107556.06,2,FALSE
"France",149665.65,0,2,FALSE
"France",91574.92,0,1,FALSE
"France",127233.39,142705.95,1,FALSE
"France",56650.47,0,1,FALSE
"Spain",84644.76,0,2,FALSE
"France",148238.16,161613.94,2,FALSE
"Germany",193502.9,116353.2,2,FALSE
"France",38020.05,60013.81,1,FALSE
"Spain",176750.81,0,2,FALSE
"Germany",176580.63,144272.07,2,FALSE
"France",133059.15,0,2,FALSE
"France",100843.82,117696.67,1,FALSE
"Spain",30484.19,79954.61,2,FALSE
"France",42330.58,149989.39,1,FALSE
"France",193309.58,124339.9,1,FALSE
"Germany",112813.79,135759.4,1,TRUE
"Spain",68008.85,0,2,FALSE
"France",132673.22,83074,1,FALSE
"France",22001.91,141792.61,1,FALSE
"France",100200.4,0,1,TRUE
"France",122604.44,0,1,FALSE
"Germany",100564.37,106870.12,2,FALSE
"France",5419.31,120962.59,1,FALSE
"Spain",123587.83,0,2,TRUE
"France",13935.32,0,2,FALSE
"France",87060.77,110527.17,1,FALSE
"Germany",4859.59,133723.43,1,TRUE
"France",21085.17,112670.48,1,TRUE
"France",26733.86,0,2,FALSE
"France",89734.7,116084.32,1,FALSE
"Spain",179540.73,0,1,TRUE
"Spain",173219.09,0,2,FALSE
"France",37411.35,0,2,FALSE
"France",80852.11,82441.75,1,FALSE
"France",43174.49,0,2,TRUE
"Germany",70927.11,134171.8,4,TRUE
"France",54265.55,0,2,FALSE
"France",41872.17,0,2,FALSE
"Germany",15068.53,124442.38,1,TRUE
"France",25950.49,0,1,FALSE
"France",197727.14,0,1,TRUE
"Germany",79555.08,108862.76,1,TRUE
"France",15607.27,141099.43,1,FALSE
"France",134612.48,128843.67,1,FALSE
"France",159830.58,86843.61,1,FALSE
"Germany",162961.79,120074.97,2,FALSE
"France",192427.16,130231.8,2,FALSE
"France",92647.94,0,2,FALSE
"France",180022.39,109724.38,1,FALSE
"Germany",183584.14,111743.43,1,FALSE
"Germany",28750.67,121309.17,2,FALSE
"France",74846.67,82697.28,1,FALSE
"France",89729.3,44301.43,3,TRUE
"France",61843.73,138317.94,1,FALSE
"Germany",24770.22,120688.61,1,TRUE
"France",80587.27,176913.52,1,FALSE
"Spain",116286.25,89047.14,1,FALSE
"Germany",129333.69,114318.78,2,TRUE
"France",129372.94,0,2,FALSE
"Germany",18149.03,94753.55,2,FALSE
"Spain",168369.37,0,2,FALSE
"France",67431.28,0,2,FALSE
"Germany",177092.16,106520.73,2,FALSE
"Spain",93736.69,134006.39,1,FALSE
"Germany",131647.31,132837.7,1,FALSE
"France",175722.31,120549.29,2,FALSE
"France",85606.83,139432.55,1,FALSE
"Spain",64945.57,80895.44,2,FALSE
"Spain",190347.72,0,2,FALSE
"Spain",100791.36,171646.76,1,FALSE
"Spain",167873.49,109121.71,1,FALSE
"France",25289.23,109844.81,1,FALSE
"France",20388.77,140931.82,1,FALSE
"Spain",145089.64,0,2,FALSE
"France",179093.26,0,2,FALSE
"Germany",16025.17,101543.51,4,TRUE
"Germany",9087.81,102708.77,1,FALSE
"Germany",21472.42,149000.91,2,FALSE
"France",146752.67,83459.86,1,FALSE
"France",132562.23,75893.11,2,FALSE
"Germany",139537.43,167395.6,2,FALSE
"France",133672.61,0,2,FALSE
"Germany",38984.37,71283.09,2,FALSE
"France",115217.59,0,2,FALSE
"Spain",93844.82,0,2,FALSE
"France",22068.83,104016.88,1,TRUE
"France",123846.07,127616.56,1,FALSE
"France",172638.13,154737.88,2,FALSE
"Spain",1591.19,0,2,FALSE
"France",91775.51,125476.31,1,FALSE
"France",153920.22,176511.08,1,FALSE
"Spain",71420.16,110783.28,1,FALSE
"France",172149.76,141642.92,2,FALSE
"France",54706.75,0,2,FALSE
"Spain",183358.21,0,1,FALSE
"Germany",57098,75681.52,1,FALSE
"France",156910.46,0,1,TRUE
"France",130224.73,0,1,FALSE
"France",13946.66,161111.45,1,FALSE
"France",38652.96,0,2,FALSE
"France",140041.78,72494.69,1,FALSE
"France",166187.1,133964.3,1,FALSE
"Spain",139919.38,0,1,FALSE
"France",28137.03,0,2,FALSE
"France",50368.63,157201.48,1,FALSE
"Spain",94978.1,95679.29,1,FALSE
"Germany",69903.93,106230.92,1,TRUE
"France",177607.77,0,2,FALSE
"Germany",196731.08,81231.85,2,FALSE
"France",65234.6,81480.27,2,FALSE
"France",186281,73059.38,1,FALSE
"France",111573.3,117559.05,2,FALSE
"Germany",196767.83,186445.31,2,FALSE
"Germany",72985.61,137657.71,2,FALSE
"France",143265.65,133889.35,1,FALSE
"Germany",159268.67,134562.8,1,FALSE
"Germany",54448.41,100781.75,2,FALSE
"France",31928.5,174356.13,1,FALSE
"Germany",21793.59,190125.43,2,FALSE
"France",21903.62,146266,1,TRUE
"Germany",49405.93,164046.1,1,FALSE
"Spain",154908.52,123536.52,2,FALSE
"France",182867.84,0,2,FALSE
"Spain",16957.45,171848.38,1,FALSE
"France",93717.55,0,2,FALSE
"France",61636.22,139562.05,2,FALSE
"France",95864.5,0,2,FALSE
"France",167400.29,168001.34,2,FALSE
"France",131534.96,0,2,FALSE
"Germany",92934.41,123356.63,1,FALSE
"Spain",119808.64,0,2,FALSE
"Germany",9439.31,125845.66,1,TRUE
"Germany",18732.91,45408.85,2,FALSE
"Germany",160162.42,125977.81,1,FALSE
"Germany",53630.9,147262.11,1,TRUE
"France",36405.21,133767.19,1,FALSE
"Germany",61446.92,108806.96,3,TRUE
"France",194686.78,106036.52,1,TRUE
"Spain",134483.07,0,1,FALSE
"France",37769.98,0,2,FALSE
"France",2382.61,0,2,FALSE
"Spain",106826.92,82182.1,1,TRUE
"France",39511.61,0,2,FALSE
